OKPD,TNVED,name_OKPD,name_TNVED
23.9,9620,"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки","МОНООПОРЫ, ДВУНОГИ, ТРЕНОГИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ:"
24.1,7204,"Производство чугуна, стали и ферросплавов",ОТХОДЫ И ЛОМ ЧЕРНЫХ МЕТАЛЛОВ; СЛИТКИ ЧЕРНЫХ МЕТАЛЛОВ ДЛЯ ПЕРЕПЛАВКИ (ШИХТОВЫЕ СЛИТКИ)
24.1,7212,"Производство чугуна, стали и ферросплавов","ПРОКАТ ПЛОСКИЙ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ ШИРИНОЙ МЕНЕЕ 600 ММ, ПЛАКИРОВАННЫЙ, С ГАЛЬВАНИЧЕСКИМ ИЛИ ДРУГИМ ПОКРЫТИЕМ"
24.1,7221,"Производство чугуна, стали и ферросплавов","ПРУТКИ ГОРЯЧЕКАТАНЫЕ, В СВОБОДНО СМОТАННЫХ БУХТАХ, ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ"
24.3,7223,Производство прочих стальных изделий первичной обработкой,"ПРОВОЛОКА ИЗ КОРРОЗИОННОСТОЙКОЙ  СТАЛИ, СОДЕРЖАЩАЯ 2,5 МАС.% ИЛИ БОЛЕЕ НИКЕЛЯ"
24.3,7308,Производство прочих стальных изделий первичной обработкой,"МЕТАЛЛОКОНСТРУКЦИИ ИЗ ЧЕРНЫХ МЕТАЛЛОВ (КРОМЕ СБОРНЫХ СТРОИТЕЛЬНЫХ КОНСТРУКЦИЙ ТОВАРНОЙ ПОЗИЦИИ 9406) И ИХ ЧАСТИ (НАПРИМЕР, МОСТЫ И ИХ СЕКЦИИ, ВОРОТА ШЛЮЗОВ, БАШНИ, РЕШЕТЧАТЫЕ МАЧТЫ, ПЕРЕКРЫТИЯ ДЛЯ КРЫШ, СТРОИТЕЛЬНЫЕ ФЕРМЫ, ДВЕРИ И ОКНА И ИХ РАМЫ, ПОРОГИ ДЛЯ ДВЕРЕЙ, ЖАЛЮЗИ, БАЛЮСТРАДЫ, ОПОРЫ И КОЛОННЫ); ЛИСТЫ, ПРУТКИ, УГОЛКИ, ФАСОННЫЕ ПРОФИЛИ, ТРУБЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ, ПРЕДНАЗНАЧЕННЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ В МЕТАЛЛОКОНСТРУКЦИЯХ"
24.4,2818,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",ИСКУССТВЕННЫЙ КОРУНД ОПРЕДЕЛЕННОГО ИЛИ НЕОПРЕДЕЛЕННОГО ХИМИЧЕСКОГО СОСТАВА; ОКСИД АЛЮМИНИЯ; ГИДРОКСИД АЛЮМИНИЯ
24.4,2844,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ЭЛЕМЕНТЫ ХИМИЧЕСКИЕ РАДИОАКТИВНЫЕ И ИЗОТОПЫ РАДИОАКТИВНЫЕ (ВКЛЮЧАЯ ДЕЛЯЩИЕСЯ ИЛИ ВОСПРОИЗВОДЯЩИЕСЯ ХИМИЧЕСКИЕ ЭЛЕМЕНТЫ И ИЗОТОПЫ) И ИХ СОЕДИНЕНИЯ; СМЕСИ И ОСТАТКИ, СОДЕРЖАЩИЕ ЭТИ ПРОДУКТЫ"
24.4,7107,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, ПЛАКИРОВАННЫЕ СЕРЕБРОМ, ПОЛУОБРАБОТАННЫЕ"
24.4,7109,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","Г-МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ ИЛИ СЕРЕБРО, ПЛАКИРОВАННЫЕ ЗОЛОТОМ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
24.4,7111,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, СЕРЕБРО ИЛИ ЗОЛОТО, ПЛАКИРОВАННЫЕ ПЛАТИНОЙ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
24.4,7115,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ПРОЧИЕ ИЗДЕЛИЯ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ ИЛИ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
24.4,7401,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",ШТЕЙН МЕДНЫЙ; МЕДЬ ЦЕМЕНТАЦИОННАЯ (МЕДЬ ОСАЖДЕННАЯ)
24.4,7402,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","МЕДЬ НЕРАФИНИРОВАННАЯ, МЕДНЫЕ АНОДЫ ДЛЯ ЭЛЕКТРОЛИТИЧЕСКОГО РАФИНИРОВАНИЯ"
24.4,7405,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",ЛИГАТУРЫ НА ОСНОВЕ МЕДИ
24.4,7504,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",ПОРОШКИ И ЧЕШУЙКИ НИКЕЛЕВЫЕ
24.4,7609,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ФИТИНГИ ДЛЯ ТРУБ И ТРУБОК АЛЮМИНИЕВЫЕ (НАПРИМЕР, МУФТЫ, КОЛЕНА, ФЛАНЦЫ)"
24.4,7904,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ПРУТКИ, ПРОФИЛИ И ПРОВОЛОКА ЦИНКОВЫЕ"
24.4,7905,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ПЛИТЫ, ЛИСТЫ, ПОЛОСЫ ИЛИ ЛЕНТЫ И ФОЛЬГА ЦИНКОВЫЕ"
24.4,8003,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ПРУТКИ, ПРОФИЛИ И ПРОВОЛОКА ОЛОВЯННЫЕ"
24.4,8106,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ВИСМУТ И ИЗДЕЛИЯ ИЗ НЕГО, ВКЛЮЧАЯ ОТХОДЫ И ЛОМ"
24.4,8111,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","МАРГАНЕЦ И ИЗДЕЛИЯ ИЗ НЕГО, ВКЛЮЧАЯ ОТХОДЫ И ЛОМ"
24.4,8113,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","МЕТАЛЛОКЕРАМИКА И ИЗДЕЛИЯ ИЗ НЕЕ, ВКЛЮЧАЯ ОТХОДЫ И ЛОМ"
24.5,7303,Литье металлов,"ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПУСТОТЕЛЫЕ, ИЗ ЧУГУННОГО ЛИТЬЯ"
25.2,7309,"Производство металлических цистерн, резервуаров и прочих емкостей","РЕЗЕРВУАРЫ, ЦИСТЕРНЫ, СОСУДЫ, БАКИ И АНАЛОГ. ЕМКОСТИ ИЗ ЧЕРН. МЕТ., ДЛЯ ЛЮБ., ВЕЩ-В (КР. СЖАТ.ИЛИ СЖИЖ. ГАЗА) ВМЕСТИМОСТЬЮ БОЛЕЕ 300 Л, С ОБЛИЦОВКОЙ ИЛИ ТЕРМОИЗ. ИЛИ БЕЗ НИХ, НО БЕЗ МЕХАНИЧ. ОБОРУД."
25.2,7311,"Производство металлических цистерн, резервуаров и прочих емкостей","ЕМКОСТИ ДЛЯ СЖАТОГО ИЛИ СЖИЖЕННОГО ГАЗА, ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
25.2,7611,"Производство металлических цистерн, резервуаров и прочих емкостей","РЕЗЕРВУАРЫ, ЦИСТЕРНЫ, И АНАЛ. АЛЮМ. ЕМКОСТИ ДЛЯ ЛЮБЫХ ВЕЩЕСТВ (КР. СЖАТОГО ИЛИ СЖИЖ. ГАЗА) ВМЕСТ. БОЛЕЕ 300 Л, С ОБЛИЦОВКОЙ ИЛИ С ТЕПЛОИЗОЛЯЦИЕЙ ИЛИ БЕЗ НИХ, БЕЗ МЕХАНИЧ. ИЛИ ТЕПЛОТЕХНИЧ. ОБОРУДОВАНИЯ"
25.4,9302,Оружие и боеприпасы,"РЕВОЛЬВЕРЫ И ПИСТОЛЕТЫ, КРОМЕ ВХОДЯЩИХ В ТОВАРНУЮ ПОЗИЦИЮ 9303 ИЛИ 9304"
25.4,9304,Оружие и боеприпасы,"ОРУЖИЕ ПРОЧЕЕ (НАПРИМЕР, ПРУЖИННЫЕ, ПНЕВМАТИЧЕСКИЕ ИЛИ ГАЗОВЫЕ РУЖЬЯ И ПИСТОЛЕТЫ, ДУБИНКИ), КРОМЕ УКАЗАННОГО В ТОВАРНОЙ ПОЗИЦИИ 9307"
25.7,8206,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","ИНСТРУМЕНТЫ ИЗ ДВУХ ИЛИ БОЛЕЕ ТОВАРНЫХ ПОЗИЦИЙ С 8202-8205, В НАБОРАХ, ПРЕДНАЗНАЧЕННЫХ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ"
25.7,8209,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","ПЛАСТИНЫ, БРУСКИ, НАКОНЕЧНИКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ДЛЯ ИНСТРУМЕНТА, НЕ УСТАНОВЛЕННЫЕ НА НЕМ, ИЗ МЕТАЛЛОКЕРАМИКИ"
25.7,8213,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","НОЖНИЦЫ, ПОРТНОВСКИЕ НОЖНИЦЫ И АНАЛОГИЧНЫЕ НОЖНИЦЫ, И ЛЕЗВИЯ ДЛЯ НИХ"
25.7,9307,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","МЕЧИ, САБЛИ, ШПАГИ, ПАЛАШИ, ШТЫКИ, ПИКИ И АНАЛОГИЧНОЕ ОРУЖИЕ, ЧАСТИ ПЕРЕЧИСЛЕННОГО ОРУЖИЯ, НОЖНЫ И ЧЕХЛЫ К НЕМУ"
25.9,7313,Изделия металлические готовые прочие,"ПРОВОЛОКА КОЛЮЧАЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ; СКРУЧЕННАЯ ОБРУЧНАЯ СТАЛЬ ИЛИ ОДИНАРНАЯ ПЛОСКАЯ ПРОВОЛОКА, КОЛЮЧАЯ ИЛИ НЕ КОЛЮЧАЯ, СВОБОДНО СКРУЧЕННАЯ ДВОЙНАЯ ПРОВОЛОКА ДЛЯ ОГРАЖДЕНИЯ"
25.9,7316,Изделия металлические готовые прочие,"ЯКОРЯ, КОШКИ И ИХ ЧАСТИ ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
25.9,7317,Изделия металлические готовые прочие,"ГВОЗДИ, КНОПКИ, ЧЕРТЕЖН. КНОПКИ, РИФЛЕНЫЕ ГВОЗДИ, СКОБЫ (КР. ВКЛЮЧ. В ТОВ. ПОЗ. 8305) И АНАЛОГ. ИЗДЕЛИЯ, ИЗ ЧЕРН. МЕТАЛЛОВ, С ГОЛОВКАМИ ИЛИ БЕЗ ГОЛОВОК ИЗ ДР. МАТЕРИАЛОВ, КР. ИЗДЕЛИЙ С МЕДН. ГОЛОВКАМИ"
25.9,7413,Изделия металлические готовые прочие,"СКРУЧЕННАЯ ПРОВОЛОКА, ТРОСЫ, ПЛЕТЕНЫЕ ШНУРЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ МЕДИ БЕЗ ЭЛЕКТРИЧЕСКОЙ ИЗОЛЯЦИИ"
25.9,7613,Изделия металлические готовые прочие,ЕМКОСТИ ДЛЯ СЖАТОГО ИЛИ СЖИЖЕННОГО ГАЗА АЛЮМИНИЕВЫЕ
25.9,7806,Изделия металлические готовые прочие,ПРОЧИЕ ИЗДЕЛИЯ ИЗ СВИНЦА
25.9,7907,Изделия металлические готовые прочие,ПРОЧИЕ ИЗДЕЛИЯ ИЗ ЦИНКА
25.9,8007,Изделия металлические готовые прочие,ИЗДЕЛИЯ ИЗ ОЛОВА ПРОЧИЕ
25.9,8210,Изделия металлические готовые прочие,"УСТРОЙСТВА РУЧНЫЕ МЕХАНИЧЕСКИЕ МАССОЙ 10 КГ ИЛИ МЕНЕЕ ДЛЯ ПРИГОТОВЛЕНИЯ, ОБРАБОТКИ ИЛИ ПОДАЧИ ПИЩИ ИЛИ НАПИТКОВ"
25.9,8303,Изделия металлические готовые прочие,"НЕСГОРАЕМЫЕ ШКАФЫ,CЕЙФЫ И ДВЕРИ И ЗАПИРАЮЩИЕСЯ ЯЩИКИ ДЛЯ БЕЗОПАСНОГО ХРАНЕНИЯ ЦЕН-ТЕЙ В БАНК. ХРАНИЛИЩ., ЯЩИКИ, СПЕЦИАЛЬНО ПРЕДНАЗНАЧЕННЫЕ ДЛЯ ХРАНЕНИЯ ДЕНЕГ И ДОК-ТОВ, И АНАЛ. ИЗД. ИЗ НЕДРАГ. МЕТ."
25.9,8304,Изделия металлические готовые прочие,"ШКАФЫ ДЛЯ ДОСЬЕ, ШКАФЫ ДЛЯ КАРТОТЕК, ЛОТКИ ДЛЯ БУМАГ, ПОДСТАВКИ ДЛЯ БУМАГ ЛОТКИ ДЛЯ РУЧЕК, ПОДСТАВКИ ДЛЯ ПЕЧАТЕЙ И АНАЛОГИЧНОЕ КОНТОРСКОЕ ИЛИ КАНЦЕЛЯРСКОЕ ОБОРУДОВАНИЕ, КРОМЕ ТОВАРНОЙ ПОЗИЦИИ 9403"
25.9,8310,Изделия металлические готовые прочие,"ТАБЛИЧКИ С УКАЗАТЕЛЯМИ, НАИМЕНОВАНИЯМИ, АДРЕСАМИ И АНАЛОГИЧНЫЕ ТАБЛИЧКИ, НОМЕРА, БУКВЫ И ПРОЧИЕ СИМВОЛЫ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 9405"
25.9,8487,Изделия металлические готовые прочие,"ЧАСТИ ОБОРУДОВАНИЯ, НЕ ИМЕЮЩИЕ ЭЛЕКТРИЧЕСКИХ СОЕДИНЕНИЙ, ИЗОЛЯТОРОВ, КОНТАКТОВ, КАТУШЕК ИЛИ ДРУГИХ ЭЛЕКТРИЧЕСКИХ ДЕТАЛЕЙ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
25.9,8505,Изделия металлические готовые прочие,"ЭЛЕКТРОМАГНИТЫ; ПОСТОЯННЫЕ МАГНИТЫ И ИЗДЕЛИЯ, ПРЕДНАЗНАЧЕННЫЕ ДЛЯ ПРЕВРАЩЕНИЯ В ПОСТОЯННЫЕ МАГНИТЫ ПОСЛЕ НАМАГНИЧИВАНИЯ; ЭЛЕКТРОМАГНИТНЫЕ ИЛИ С ПОСТОЯННЫМИ МАГНИТАМИ ЗАЖИМНЫЕ ПАТРОНЫ, ЗАХВАТЫ И АНАЛОГИЧНЫЕ ФИКСИРУЮЩИЕ УСТРОЙСТВА; ЭЛЕКТРОМАГНИТНЫЕ СЦЕПЛЕНИЯ, МУФТЫ И ТОРМОЗА; ЭЛЕКТРОМАГНИТНЫЕ ПОДЪЕМНЫЕ ГОЛОВКИ"
25.9,9615,Изделия металлические готовые прочие,"РАСЧЕСКИ, ГРЕБНИ ДЛЯ ВОЛОС И АНАЛОГИЧНЫЕ ПРЕДМЕТЫ; ШПИЛЬКИ ДЛЯ ВОЛОС, ЗАЖИМЫ ДЛЯ ЗАВИВКИ, БИГУДИ И АНАЛОГИЧНЫЕ ПРЕДМЕТЫ, КРОМЕ УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 8516, И ИХ ЧАСТИ"
25.9,9620,Изделия металлические готовые прочие,"МОНООПОРЫ, ДВУНОГИ, ТРЕНОГИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ:"
26.1,8522,Компоненты электронные и платы,"ЧАСТИ И ПРИНАДЛЕЖНОСТИ, ПРИГОДНЫЕ К ИСПОЛЬЗОВАНИЮ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ С АППАРАТУРОЙ ТОВАРНОЙ ПОЗИЦИИ 8519 ИЛИ 8521"
26.1,8523,Компоненты электронные и платы,"ДИСКИ, ЛЕНТЫ, ТВЕРДОТЕЛЬНЫЕ ЭНЕРГОНЕЗАВИСИМЫЕ УСТРОЙСТВА ХРАНЕНИЯ ДАННЫХ, ""ИНТЕЛЛЕКТУАЛЬНЫЕ КАРТОЧКИ"" И ДРУГИЕ НОСИТЕЛИ ДЛЯ ЗАПИСИ ЗВУКА ИЛИ ДРУГИХ ЯВЛЕНИЙ, ЗАПИСАННЫЕ ИЛИ НЕЗАПИСАННЫЕ, ВКЛЮЧАЯ МАТРИЦЫ И МАСТЕР-ДИСКИ ДЛЯ ИЗГОТОВЛЕНИЯ ДИСКОВ, КРОМЕ ИЗДЕЛИЙ ГРУППЫ 37"
26.1,8534,Компоненты электронные и платы,СХЕМЫ ПЕЧАТНЫЕ
26.2,8472,Компьютеры и периферийное оборудование,"ОБОРУДОВАНИЕ КОНТОРСКОЕ (НАПРИМЕР, ГЕКТОГРАФИЧЕСКИЕ ИЛИ ТРАФАРЕТНЫЕ МНОЖИТЕЛЬНЫЕ АППАРАТЫ, МАШИНЫ АДРЕСОВАЛЬНЫЕ, АВТОМАТИЧЕСКИЕ УСТРОЙСТВА ДЛЯ ВЫДАЧИ БАНКНОТ, МАШИНЫ ДЛЯ СОРТИРОВКИ, ПОДСЧЕТА ИЛИ УПАКОВКИ МОНЕТ, МАШИНКИ ДЛЯ ЗАТОЧКИ КАРАНДАШЕЙ, ПЕРФОРАЦИОННЫЕ МАШИНЫ ИЛИ МАШИНЫ ДЛЯ СКРЕПЛЕНИЯ СКОБАМИ) ПРОЧЕЕ"
26.2,8523,Компьютеры и периферийное оборудование,"ДИСКИ, ЛЕНТЫ, ТВЕРДОТЕЛЬНЫЕ ЭНЕРГОНЕЗАВИСИМЫЕ УСТРОЙСТВА ХРАНЕНИЯ ДАННЫХ, ""ИНТЕЛЛЕКТУАЛЬНЫЕ КАРТОЧКИ"" И ДРУГИЕ НОСИТЕЛИ ДЛЯ ЗАПИСИ ЗВУКА ИЛИ ДРУГИХ ЯВЛЕНИЙ, ЗАПИСАННЫЕ ИЛИ НЕЗАПИСАННЫЕ, ВКЛЮЧАЯ МАТРИЦЫ И МАСТЕР-ДИСКИ ДЛЯ ИЗГОТОВЛЕНИЯ ДИСКОВ, КРОМЕ ИЗДЕЛИЙ ГРУППЫ 37"
26.2,9620,Компьютеры и периферийное оборудование,"МОНООПОРЫ, ДВУНОГИ, ТРЕНОГИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ:"
26.3,8519,Оборудование коммуникационное,АППАРАТУРА ЗВУКОЗАПИСЫВАЮЩАЯ ИЛИ ЗВУКОВОСПРОИЗВОДЯЩАЯ
26.3,8531,Оборудование коммуникационное,"ЭЛЕКТРООБОРУДОВАНИЕ ЗВУКОВОЕ ИЛИ ВИЗУАЛЬНОЕ СИГНАЛИЗАЦИОННОЕ (НАПРИМЕР, ЗВОНКИ, СИРЕНЫ, ИНДИКАТОРНЫЕ ПАНЕЛИ, УСТРОЙСТВА СИГНАЛИЗАЦИОННЫЕ ОХРАННЫЕ ИЛИ УСТРОЙСТВА ДЛЯ ПОДАЧИ ПОЖАРНОГО СИГНАЛА), КРОМЕ ОБОРУДОВАНИЯ ТОВАРНОЙ ПОЗИЦИИ 8512 ИЛИ 8530"
26.3,9620,Оборудование коммуникационное,"МОНООПОРЫ, ДВУНОГИ, ТРЕНОГИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ:"
26.4,8517,Техника бытовая электронная,"АППАРАТЫ ТЕЛЕФОННЫЕ, ВКЛЮЧАЯ АППАРАТЫ ТЕЛЕФОННЫЕ ДЛЯ СОТОВЫХ СЕТЕЙ СВЯЗИ ИЛИ ДРУГИХ БЕСПРОВОДНЫХ СЕТЕЙ СВЯЗИ; ПРОЧАЯ АППАРАТУРА ДЛЯ ПЕРЕДАЧИ ИЛИ ПРИЕМА ГОЛОСА, ИЗОБРАЖЕНИЙ ИЛИ ДРУГИХ ДАННЫХ, ВКЛЮЧАЯ АППАРАТУРУ ДЛЯ КОММУНИКАЦИИ В СЕТИ ПРОВОДНОЙ ИЛИ БЕСПРОВОДНОЙ СВЯЗИ (НАПРИМЕР, В ЛОКАЛЬНОЙ ИЛИ ГЛОБАЛЬНОЙ СЕТИ СВЯЗИ), КРОМЕ ПЕРЕДАЮЩЕЙ ИЛИ ПРИЕМНОЙ АППАРАТУРЫ ТОВАРНОЙ ПОЗИЦИИ 8443, 8525, 8527 ИЛИ 8528"
26.4,8522,Техника бытовая электронная,"ЧАСТИ И ПРИНАДЛЕЖНОСТИ, ПРИГОДНЫЕ К ИСПОЛЬЗОВАНИЮ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ С АППАРАТУРОЙ ТОВАРНОЙ ПОЗИЦИИ 8519 ИЛИ 8521"
26.4,8525,Техника бытовая электронная,"АППАРАТУРА ПЕРЕДАЮЩАЯ ДЛЯ РАДИОВЕЩАНИЯ ИЛИ ТЕЛЕВИДЕНИЯ, ВКЛЮЧАЮЩАЯ ИЛИ НЕ ВКЛЮЧАЮЩАЯ В СВОЙ СОСТАВ ПРИЕМНУЮ, ЗВУКОЗАПИСЫВАЮЩУЮ ИЛИ ЗВУКОВОСПРОИЗВОДЯЩУЮ АППАРАТУРУ; ТЕЛЕВИЗИОННЫЕ КАМЕРЫ, ЦИФРОВЫЕ КАМЕРЫ И ЗАПИСЫВАЮЩИЕ ВИДЕОКАМЕРЫ"
26.4,8529,Техника бытовая электронная,"ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ АППАРАТУРЫ ТОВАРНЫХ ПОЗИЦИЙ 8525 - 8528"
26.4,9504,Техника бытовая электронная,"КОНСОЛИ И ОБОРУДОВАНИЕ ДЛЯ ВИДЕОИГР, ТОВАРЫ ДЛЯ РАЗВЛЕЧЕНИЙ, НАСТОЛЬНЫЕ ИЛИ КОМНАТНЫЕ ИГРЫ, ВКЛЮЧАЯ СТОЛЫ ДЛЯ ИГРЫ В ПИНБОЛ, БИЛЬЯРД, СПЕЦИАЛЬНЫЕ СТОЛЫ ДЛЯ ИГР В КАЗИНО И АВТОМАТИЧЕСКОЕ ОБОРУДОВАНИЕ ДЛЯ БОУЛИНГА"
26.5,8529,"Оборудование для измерения, испытаний и навигации; часы всех видов","ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ АППАРАТУРЫ ТОВАРНЫХ ПОЗИЦИЙ 8525 - 8528"
26.5,9016,"Оборудование для измерения, испытаний и навигации; часы всех видов","ВЕСЫ ЧУВСТВИТЕЛЬНОСТЬЮ 0,05 Г ИЛИ БОЛЕЕ, С РАЗНОВЕСАМИ ИЛИ БЕЗ НИХ"
26.5,9033,"Оборудование для измерения, испытаний и навигации; часы всех видов","ЧАСТИ И ПРИНАДЛЕЖНОСТИ (В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИНЕ ВКЛЮЧЕННЫЕ) К МАШИНАМ, ПРИБОРАМ, ИНСТРУМЕНТАМ ИЛИ АППАРАТУРЕ ГРУППЫ 90"
26.5,9104,"Оборудование для измерения, испытаний и навигации; часы всех видов","ЧАСЫ, УСТАНАВЛИВАЕМЫЕ НА ПРИБОРНЫХ ДОСКАХ, И АНАЛОГИЧНЫЕ ЧАСЫ ДЛЯ НАЗЕМНЫХ ТРАНСПОРТНЫХ СРЕДСТВ, ЛЕТАТЕЛЬНЫХ АППАРАТОВ, КОСМИЧЕСКИХ АППАРАТОВ ИЛИ СУДОВ:"
26.5,9107,"Оборудование для измерения, испытаний и навигации; часы всех видов",ВРЕМЕННЫЕ ПЕРЕКЛЮЧАТЕЛИ С ЧАСОВЫМ МЕХАНИЗМОМ ЛЮБОГО ВИДА ИЛИ С СИНХРОННЫМ ДВИГАТЕЛЕМ
26.7,8525,Приборы оптические и фотографическое оборудование,"АППАРАТУРА ПЕРЕДАЮЩАЯ ДЛЯ РАДИОВЕЩАНИЯ ИЛИ ТЕЛЕВИДЕНИЯ, ВКЛЮЧАЮЩАЯ ИЛИ НЕ ВКЛЮЧАЮЩАЯ В СВОЙ СОСТАВ ПРИЕМНУЮ, ЗВУКОЗАПИСЫВАЮЩУЮ ИЛИ ЗВУКОВОСПРОИЗВОДЯЩУЮ АППАРАТУРУ; ТЕЛЕВИЗИОННЫЕ КАМЕРЫ, ЦИФРОВЫЕ КАМЕРЫ И ЗАПИСЫВАЮЩИЕ ВИДЕОКАМЕРЫ"
27.1,8503,"Электродвигатели, генераторы, трансформаторы и электрическая распределительная и контрольно-измерительная аппаратура","ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ МАШИН ТОВАРНОЙ ПОЗИЦИИ 8501 ИЛИ 8502"
27.3,3925,Кабели и арматура кабельная,"ДЕТАЛИ СТРОИТЕЛЬНЫЕ ИЗ ПЛАСТМАСС, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
27.3,8547,Кабели и арматура кабельная,"АРМАТУРА ИЗОЛИРУЮЩАЯ ДЛЯ ЭЛЕКТРИЧЕСКИХ МАШИН, УСТРОЙСТВ ИЛИ ОБОРУДОВАНИЯ, ИЗГОТОВЛЕННАЯ ПОЛНОСТЬЮ ИЗ ИЗОЛЯЦИОННЫХ МАТЕРИАЛОВ, НЕ СЧИТАЯ НЕКОТОРЫХ МЕТАЛЛИЧЕСКИХ КОМПОНЕНТОВ (НАПРИМЕР, РЕЗЬБОВЫХ ПАТРОНОВ), ВМОНТИРОВАННЫХ ПРИ ФОРМОВКЕ ИСКЛЮЧИТЕЛЬНО С ЦЕЛЬЮ СБОРКИ, КРОМЕ ИЗОЛЯТОРОВ ТОВАРНОЙ ПОЗИЦИИ 8546; ТРУБКИ ДЛЯ ЭЛЕКТРОПРОВОДКИ И СОЕДИНИТЕЛЬНЫЕ ДЕТАЛИ ДЛЯ НИХ, ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ОБЛИЦОВАННЫЕ ИЗОЛЯЦИОННЫМ МАТЕРИАЛОМ"
